Bedroom,Bathroom,Property Size,Facilities,Building Name,Developer,Tenure Type,Address,Completion Year,# of Floors,Total Units,Property Type,Parking Lot,Floor Range,Land Title,price,state,facility_count,price_per_sqft
3.0,2.0,1115,"Gymnasium, Sauna, Security, Swimming Pool, Parking, Minimart, Playground",Solaria Residences,Ideal Property Group,Freehold,"Jalan Tun Dr. Awang, Bayan Lepas, Penang",2017.0,25,419,Condominium,2,High,Non Bumi Lot,565000,Penang,7,506.72645739910314
3.0,2.0,1115,"Swimming Pool, Sauna, Security, Gymnasium, Parking, Minimart, Playground, Lift",Solaria Residences,Ideal Property Group,Freehold,"Jalan Tun Dr. Awang, Bayan Lepas, Penang",2017.0,25,419,Condominium,2,Medium,Non Bumi Lot,600000,Penang,8,538.1165919282511
3.0,2.0,818,"Parking, Security, Lift, Playground, Multipurpose hall",De Palma,SP Setia Berhad,Freehold,"Persiaran Setia Makmur, Setia Alam, Selangor",2018.0,16,730,Apartment,2,Medium,Bumi Lot,290000,Selangor,5,354.52322738386306
3.0,2.0,1100,"Lift, Multipurpose hall, Parking, Security, Swimming Pool, Playground, Gymnasium, Jogging Track, Barbeque area",SummerSkye Residences,Ideal Property Group,Freehold,"Jalan Tun Dr Awang, Bayan Lepas, Penang",,,,Condominium,2,Medium,Non Bumi Lot,700000,Penang,9,636.3636363636364
3.0,2.0,800,"Security, Swimming Pool, Parking, Minimart, Multipurpose hall, Playground, Gymnasium, Jogging Track, Lift",J.Satine,Gandingan Jakel,Leasehold,"Jalan 3/23a, Setapak, Kuala Lumpur",2026.0,,3600,Apartment,1,Medium,Bumi Lot,300000,Kuala Lumpur,9,375.0
3.0,2.0,1250,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track",Skycube Residence,GSD Land (M) Sdn Bhd,Freehold,"Off Jalan Paya Terubong, Sungai Ara, Penang",2017.0,30,410,Condominium,2,Medium,Non Bumi Lot,665000,Penang,9,532.0
3.0,2.0,1250,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Multipurpose hall, Jogging Track",Skycube Residence,GSD Land (M) Sdn Bhd,Freehold,"Off Jalan Paya Terubong, Sungai Ara, Penang",2017.0,30,410,Condominium,2,High,Non Bumi Lot,600000,Penang,9,480.0
2.0,2.0,950,"Gymnasium, Club house, Swimming Pool, Squash Court, Sauna, Parking, Security, Playground, Barbeque area, Lift, Minimart, Multipurpose hall, Jogging Track, Tennis Court",Villa Ampang,,Freehold,"No. 3 Jalan Ampang Tengah, Ampang Hilir, Kuala Lumpur",,4,,Condominium,1,High,Non Bumi Lot,508000,Kuala Lumpur,14,534.7368421052631
3.0,2.0,982,"Parking, Security, Playground, Swimming Pool, Tennis Court",Menara Menjalara,,Freehold,"Jalan 1/62D, Bandar Menjalara, Kuala Lumpur",,16,,Condominium,,,Non Bumi Lot,375000,Kuala Lumpur,5,381.87372708757636
3.0,2.0,956,"Playground, Tennis Court, Jogging Track, Barbeque area, Multipurpose hall, Parking, Swimming Pool, Security, Minimart, Club house, Sauna, Gymnasium",Villa Park,VILLAMAS GROUP OF COMPANIES,Freehold,"Jalan Cemara, Taman Bukit Serdang, Seri Kembangan, Selangor",,19,392,Condominium,,,Non Bumi Lot,320000,Selangor,12,334.72803347280336
3.0,2.0,1100,"Lift, Playground, Squash Court, Tennis Court, Parking, Swimming Pool, Gymnasium, Jogging Track, Barbeque area, Sauna, Multipurpose hall, Club house, Security, Minimart",The Henge Kepong,Aset Kayamas Sdn Bhd,Leasehold,"Jalan Metro Perdana Barat, Taman Usahawan Kepong, Kepong, Kuala Lumpur",2019.0,43,1472,Condominium,,,Non Bumi Lot,450000,Kuala Lumpur,14,409.09090909090907
3.0,2.0,850,"Playground, Gymnasium, Squash Court, Jogging Track, Security, Swimming Pool, Parking, Barbeque area, Lift",Asia Heights,Asia Green Group,Freehold,"Lorong Semarak Api 3, Ayer Itam, Penang",2007.0,22,816,Condominium,1,Medium,Non Bumi Lot,420000,Penang,9,494.11764705882354
3.0,3.0,1300,"Swimming Pool, Gymnasium, Multipurpose hall, Jogging Track, Parking, Tennis Court, Squash Court, Club house, Sauna, Security, Minimart, Playground, Lift, Barbeque area",Tree Sparina @ Ideal Vision Park,Ideal Property Group,Freehold,"Off Jalan Tun Dr. Awang, Bayan Lepas, Penang",2016.0,26,548,Condominium,2,Low,Non Bumi Lot,660000,Penang,14,507.6923076923077
6.0,5.0,3350,Parking,Shineville Park,Zantalite Enterprise (M) Sdn Bhd,Freehold,"Off Jalan Taman Thean Teik 2, Ayer Itam, Penang",,24,234,Condominium,4,High,Non Bumi Lot,800000,Penang,1,238.80597014925374
4.0,2.0,1087,"Playground, Security, Swimming Pool, Parking, Lift",Leader Garden,,Freehold,"No 1, Jalan Chee Seng 13, Tanjung Bungah, Penang",1998.0,,428,Condominium,1,Low,Non Bumi Lot,485000,Penang,5,446.18215271389147
5.0,4.0,2330,"Swimming Pool, Gymnasium, Security, Playground, Jogging Track, Barbeque area, Parking, Lift",The Golden Triangle,GSV Development Sdn Bhd,Freehold,"Jalan Paya Terubong, Off Jalan Dato Ismail Hashim, Relau, Penang",2021.0,,406,Condominium,3,Low,Non Bumi Lot,1100000,Penang,8,472.1030042918455
3.0,2.0,1275,"Parking, Security, Playground, Lift, Swimming Pool",Skycube Residence,GSD Land (M) Sdn Bhd,Freehold,"Off Jalan Paya Terubong, Sungai Ara, Penang",2017.0,30,410,Condominium,2,Low,Non Bumi Lot,620000,Penang,5,486.27450980392155
3.0,2.0,800,"Gymnasium, Jogging Track, Barbeque area, Parking, Security, Playground, Swimming Pool, Minimart, Tennis Court, Lift",Sinar Bukit Dumbar,,Freehold,"98, Jalan Faraday, Bukit Dumbar,, Jelutong, Penang",1999.0,23,433,Apartment,1,Medium,Non Bumi Lot,350000,Penang,10,437.5
3.0,2.0,856,"Security, Parking, Lift",Casa Pinang,,Freehold,"No. 1, Gerbang Batu Lanchang, Jelutong, Penang",,10,48,Apartment,2,Medium,Non Bumi Lot,430000,Penang,3,502.33644859813086
3.0,2.0,721,"Security, Lift, Swimming Pool, Parking, Playground",Ferringhi Delima Condominium,,Freehold,"Persiaran Sungai Emas, Batu Ferringhi, Penang",1999.0,16,256,Condominium,1,Medium,Non Bumi Lot,320000,Penang,5,443.8280166435506
3.0,2.0,700,"Tennis Court, Security, Playground, Swimming Pool, Gymnasium, Parking, Lift",N-Park Condominium,,Freehold,"Jalan Batu Uban, Gelugor, Penang",1997.0,32,988,Condominium,1,Medium,Non Bumi Lot,350000,Penang,7,500.0
3.0,2.0,1750,"Jogging Track, Barbeque area, Playground, Multipurpose hall, Swimming Pool, Sauna, Security, Gymnasium, Club house, Lift, Parking",Setia Sky Ville,Kay Pride Sdn Bhd (S P Setia Bhd Group),Freehold,"Lorong Slim, Jelutong, Penang",2021.0,33,550,Condominium,4,High,Non Bumi Lot,1300000,Penang,11,742.8571428571429
3.0,2.0,1424,"Jogging Track, Multipurpose hall, Club house, Barbeque area, Security, Swimming Pool, Gymnasium, Sauna, Playground, Lift, Parking",Setia Sky Ville,Kay Pride Sdn Bhd (S P Setia Bhd Group),Freehold,"Lorong Slim, Jelutong, Penang",2021.0,33,550,Condominium,3,High,Non Bumi Lot,1100000,Penang,11,772.4719101123595
3.0,2.0,700,"Parking, Security, Lift",Taman Seri Hijau,,Freehold,"Jalan Van Praagh , Taman Desa Green , Georgetown, Jelutong, Penang",1997.0,8,68,Apartment,1,Low,Non Bumi Lot,360000,Penang,3,514.2857142857143
5.0,5.0,2000,"Parking, Security, Lift, Playground, Swimming Pool",Artis 3,Airmas Group,Freehold,"Jalan Tengku,, Jelutong, Penang",,,,Condominium,4,High,Non Bumi Lot,1400000,Penang,5,700.0
3.0,2.0,811,"Security, Parking, Lift",Pangsapuri Akasia Berjaya Park,BERJAYA GROUP,Freehold,"Jalan Sg Renggam 32/2, Shah Alam, Selangor",,11,220,Apartment,1,Medium,Bumi Lot,275000,Selangor,3,339.08754623921084
3.0,2.0,1323,"Minimart, Parking, Multipurpose hall, Security, Gymnasium, Tennis Court, Playground, Swimming Pool, Barbeque area",Villa Angsana,Mudajaya Group,Freehold,"No. 56 Jalan Krian, Off Jalan Ipoh,, Jalan Ipoh, Kuala Lumpur",1999.0,18,,Condominium,,,Non Bumi Lot,355000,Kuala Lumpur,9,268.3295540438398
3.0,2.0,1001,,Urban 360,Radiant Symphony Sdn Bhd,Leasehold,"Jalan Makmur Off Lebuh Utama Sri Gombak, Gombak, Selangor",2014.0,21,391,Service Residence,,,Non Bumi Lot,445000,Selangor,,444.5554445554446
3.0,2.0,916,"Security, Playground, Parking, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall",Radius Residence,Dergahayu Sdn Bhd,Leasehold,"Jalan SH2, Selayang Heights, Batu Caves, Selangor",2013.0,12,352,Condominium,,,Bumi Lot,293000,Selangor,7,319.86899563318775
3.0,2.0,1022,"Jogging Track, Minimart, Playground, Swimming Pool, Gymnasium, Security, Parking, Lift, Barbeque area, Tennis Court",Mutiara Ville @ Cyberjaya,Seri Mutiara Development Sdn Bhd,Freehold,"Persiaran Sepang Off Persiaran Multimedia, Cyberjaya, Selangor",2013.0,29,372,Condominium,2,Medium,Non Bumi Lot,378000,Selangor,10,369.86301369863014
3.0,2.0,1272,,Rivercity Condominium,Sem Siong Industries,Freehold,"Jalan Ipoh, Jalan Ipoh, Kuala Lumpur",,,572,Condominium,,,Non Bumi Lot,423000,Kuala Lumpur,,332.54716981132077
3.0,2.0,1010,"Security, Playground, Barbeque area, Minimart, Parking, Swimming Pool, Gymnasium",Selayang Point,Domain Point Sdn Bhd,Freehold,"Jalan SP1, Taman Selayang Jaya, Selayang, Selangor",2008.0,23,375,Condominium,,,Bumi Lot,335000,Selangor,7,331.6831683168317
3.0,2.0,657,,Angsana,,Leasehold,"Persiaran Subang Mewah, USJ 1, Subang Jaya, Selangor",,,,Flat,,Medium,Non Bumi Lot,175000,Selangor,,266.36225266362254
3.0,2.0,893,"Parking, Barbeque area, Security, Gymnasium, Minimart, Playground, Swimming Pool",Sri Damansara Court,,Freehold,"Persiaran Kenangan,, Bandar Sri Damansara, Selangor",,10,,Condominium,1,,Non Bumi Lot,358000,Selangor,7,400.8958566629339
2.0,1.0,572,Playground,Taman Alam Indah,Mahajaya Berhad,Leasehold,"Jalan Sampoton 33/11, Shah Alam, Selangor",2009.0,,376,Flat,,High,Bumi Lot,145000,Selangor,1,253.4965034965035
3.0,2.0,1196,,Kaleidoscope,Kerjaya Prospek Group,Leasehold,"Jalan 1/56, Setiawangsa, Kuala Lumpur",,,,Condominium,2,Medium,Bumi Lot,690000,Kuala Lumpur,,576.9230769230769
3.0,2.0,1020,"Multipurpose hall, Parking, Swimming Pool, Tennis Court, Lift, Sauna, Minimart, Playground, Club house, Jogging Track, Security, Gymnasium, Squash Court",Tropicana Bay Residences @ PWC,Tropicana Ivory Sdn. Bhd.,Freehold,"Penang WorldCity Sales Gallery, Bayan Lepas, Penang",2017.0,22,1343,Condominium,1,Medium,Non Bumi Lot,698000,Penang,13,684.3137254901961
4.0,3.0,1590,"Gymnasium, Security, Swimming Pool, Playground",D'Zone Condominium,Palmex Industries Sdn Bhd (IOI Group),Freehold,"Changkat Bukit Belah, Bayan Lepas, Penang",2014.0,18,96,Condominium,3,,Non Bumi Lot,600000,Penang,4,377.35849056603774
3.0,2.0,916,"Minimart, Swimming Pool, Gymnasium, Security, Parking, Playground, Lift",Larkin Heights Apartment,Mahabuilders Berhad,Leasehold,"Jalan Dato Jaafar, Larkin, Johor Bahru, Johor",2016.0,22,328,Apartment,1,High,Non Bumi Lot,380000,Johor,7,414.8471615720524
4.0,3.0,1050,"Parking, Gymnasium, Club house, Jogging Track, Sauna, Security, Lift, Barbeque area, Swimming Pool, Minimart, Playground, Multipurpose hall, Squash Court",Radium Adesa @ Sungai Besi / Taman Desa / Maluri Sunway Velocity,,Leasehold,"taman desa, Kuala Lumpur, Taman Desa",,,,Condominium,2,,Non Bumi Lot,470000,Taman Desa,13,447.6190476190476
3.0,2.0,811,"Barbeque area, Playground, Security, Parking, Minimart",SD Apartments,Land & General Berhad,Freehold,"Persiaran Meranti, PJU 9, Bandar Sri Damansara, Selangor",1996.0,4,368,Condominium,,Low,Non Bumi Lot,350000,Selangor,5,431.56596794081383
3.0,2.0,1616,"Parking, Jogging Track, Security, Swimming Pool, Gymnasium, Club house, Playground, Barbeque area, Sauna",Datin Halimah,Southcon Development,Leasehold,"Jalan Datin Halimah, Johor Bahru, Johor",1999.0,19,216,Condominium,,Medium,Non Bumi Lot,400000,Johor,9,247.52475247524754
3.0,2.0,950,"Parking, Security, Lift, Playground, Minimart, Barbeque area, Sauna, Gymnasium, Jogging Track",Akasia Residence,,Freehold,"Bukit Sungai Long, Bandar Sungai Long, Selangor",,,,Condominium,2,,Non Bumi Lot,342000,Selangor,9,360.0
3.0,3.0,1598,"Parking, Security, Swimming Pool, Lift, Gymnasium",The Clovers,Asia Green Group,Freehold,"Jalan Merbah Off Jalan Dato Ismail Hashim, Sungai Ara, Penang",2017.0,42,670,Condominium,2,Medium,Non Bumi Lot,650000,Penang,5,406.75844806007507
1.0,1.0,620,"Playground, Swimming Pool, Gymnasium, Parking, Squash Court",Regalia Residence,Mayland Group,Freehold,"Jalan Sultan Ismail, Jalan Sultan Ismail, Kuala Lumpur",2012.0,38,1033,Service Residence,,Medium,Non Bumi Lot,368000,Kuala Lumpur,5,593.5483870967741
3.0,2.0,974,"Playground, Parking, Security",Putra Intan Kondominium,Lembah Kerjaya Sdn. Bhd.,Leasehold,"Off Kampung N S Maniam, Dengkil, Dengkil, Selangor",2010.0,10,243,Condominium,,Medium,Bumi Lot,245000,Selangor,3,251.54004106776182
2.0,1.0,570,"Parking, Playground",Bandar Baru Sentul,,Leasehold,"Jln 2/48a,, Sentul, Kuala Lumpur",,,,Apartment,1,Medium,Bumi Lot,240000,Kuala Lumpur,2,421.05263157894734
3.0,2.0,1270,"Swimming Pool, Security, Parking, Playground, Lift, Multipurpose hall, Club house, Jogging Track",The Chancellor Condominium,,Freehold,"Jalan Kosas 2, Ampang, Kuala Lumpur",2017.0,15,368,Condominium,1,Medium,Bumi Lot,360000,Kuala Lumpur,8,283.46456692913387
1.0,1.0,618,"Multipurpose hall, Gymnasium, Jogging Track, Parking, Security, Sauna, Barbeque area, Club house, Playground, Swimming Pool, Minimart, Lift",The Mark,BHL Group of Companies,Leasehold,"Jalan Cemara 1, Taman Bukit Segar, Cheras, Kuala Lumpur",2015.0,28,467,Condominium,2,Medium,Non Bumi Lot,318000,Kuala Lumpur,12,514.5631067961165
3.0,2.0,1100,"Squash Court, Minimart, Swimming Pool, Jogging Track, Barbeque area, Parking, Security, Playground, Gymnasium, Club house, Lift",Renjana Ampang,Wangsa Eramoden Sdn Bhd,Freehold,"Jalan Taman Putra, Taman Dagang Jaya, Ampang, Selangor",2008.0,14,480,Condominium,1,Medium,Non Bumi Lot,390000,Selangor,11,354.54545454545456
3.0,2.0,1087,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Club house",The Signature (Perai),Excel Focus Properties Sdn Bhd,Freehold,"Jalan Baru, Perai, Penang",,,148,Condominium,2,High,Non Bumi Lot,445000,Penang,8,409.3836246550138
3.0,2.0,1470,"Minimart, Playground, Swimming Pool, Sauna, Parking, Gymnasium, Security",Venice Hill,Li Foong Group,Freehold,"Jalan Kemacahaya, Cheras, Selangor",2000.0,14,1339,Condominium,1,Low,Non Bumi Lot,229000,Selangor,7,155.78231292517006
3.0,2.0,891,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Club house",Sentul Utama Condominium,Melati Ehsan Group,Leasehold,"Jalan Dato Senu 26, Taman Sentul Utama, Sentul, Kuala Lumpur",2009.0,13,,Condominium,1,High,Bumi Lot,390000,Kuala Lumpur,8,437.7104377104377
3.0,2.0,820,Parking,Waja Apartment,,Freehold,"Jalan Tun Perak 5, Taman Tun Perak, Cheras, Selangor",,,,Apartment,1,High,Bumi Lot,225000,Selangor,1,274.390243902439
3.0,2.0,1200,"Playground, Parking, Gymnasium, Multipurpose hall, Security, Swimming Pool, Jogging Track, Barbeque area, Lift",Imperial Residences,Ideal Property Group,Freehold,"Lilitan Sungai Ara, Off Jalan Dato Ismail Hashim, Sungai Ara, Penang",2016.0,30,816,Condominium,2,Medium,Non Bumi Lot,600000,Penang,9,500.0
3.0,2.0,626,"Parking, Security, Lift",Desa Intan,,Leasehold,"Lebuhraya Thean Teik, Ayer Itam, Penang",,13,1020,Apartment,,High,Non Bumi Lot,170000,Penang,3,271.5654952076677
3.0,2.0,1100,"Parking, Barbeque area, Swimming Pool, Gymnasium, Playground, Multipurpose hall, Security, Jogging Track, Lift",Imperial Residences,Ideal Property Group,Freehold,"Lilitan Sungai Ara, Off Jalan Dato Ismail Hashim, Sungai Ara, Penang",2016.0,30,816,Condominium,2,High,Non Bumi Lot,600000,Penang,9,545.4545454545455
3.0,2.0,1200,"Multipurpose hall, Parking, Gymnasium, Barbeque area, Security, Swimming Pool, Jogging Track, Playground, Lift",Imperial Residences,Ideal Property Group,Freehold,"Lilitan Sungai Ara, Off Jalan Dato Ismail Hashim, Sungai Ara, Penang",2016.0,30,816,Condominium,4,Medium,Non Bumi Lot,615000,Penang,9,512.5
3.0,2.0,950,"Parking, Security, Lift, Swimming Pool, Playground",Kiara Indah Condominium,,Freehold,"Tingkat Paya Terubong, Ayer Itam, Penang",1997.0,13,72,Condominium,1,Medium,Non Bumi Lot,369000,Penang,5,388.42105263157896
3.0,1.0,625,"Parking, Security, Lift, Playground, Minimart",Sri Bayu (Bayan Lepas),,Freehold,"Jalan Kampung Bukit, Bayan Lepas, Penang",,,,Flat,,High,Non Bumi Lot,230000,Penang,5,368.0
3.0,2.0,1041,"Parking, Security, Lift, Playground, Gymnasium, Minimart, Multipurpose hall, Jogging Track",Pangsapuri Damai,Ikram Ikhlas,Leasehold,"Jalan Tokoh 25/28, Shah Alam, Selangor",,,,Apartment,2,Low,Non Bumi Lot,387000,Selangor,8,371.75792507204613
3.0,2.0,1100,"Multipurpose hall, Lift, Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Jogging Track",SummerSkye Residences,Ideal Property Group,Freehold,"Jalan Tun Dr Awang, Bayan Lepas, Penang",,,,Condominium,2,High,Non Bumi Lot,660000,Penang,10,600.0
3.0,2.0,1130,"Gymnasium, Jogging Track, Barbeque area, Sauna, Club house, Security, Minimart, Playground, Lift, Tennis Court, Squash Court, Multipurpose hall, Parking, Swimming Pool",Tree Sparina @ Ideal Vision Park,Ideal Property Group,Freehold,"Off Jalan Tun Dr. Awang, Bayan Lepas, Penang",2016.0,26,548,Condominium,2,Medium,Non Bumi Lot,600000,Penang,14,530.9734513274336
3.0,2.0,700,,Desa Delima,,Leasehold,"Lorong Semarak Api Dua, Bandar Baru Farlim, Ayer Itam, Penang",1992.0,17,3,Apartment,1,Medium,Non Bumi Lot,280000,Penang,,400.0
3.0,3.0,1300,"Gymnasium, Squash Court, Club house, Playground, Lift, Barbeque area, Multipurpose hall, Parking, Security, Minimart, Tennis Court, Jogging Track, Sauna, Swimming Pool",Tree Sparina @ Ideal Vision Park,Ideal Property Group,Freehold,"Off Jalan Tun Dr. Awang, Bayan Lepas, Penang",2016.0,26,548,Condominium,2,Medium,Non Bumi Lot,740000,Penang,14,569.2307692307693
3.0,2.0,1200,"Gymnasium, Jogging Track, Security, Playground, Swimming Pool, Parking, Lift, Barbeque area, Multipurpose hall",One Imperial,Ideal Property Group,Freehold,"Off Jalan Dato Ismail Hashim, Sungai Ara, Penang",2016.0,20,771,Condominium,2,Low,Non Bumi Lot,570000,Penang,9,475.0
3.0,2.0,1200,"Gymnasium, Jogging Track, Security, Playground, Swimming Pool, Parking, Lift",One Imperial,Ideal Property Group,Freehold,"Off Jalan Dato Ismail Hashim, Sungai Ara, Penang",2016.0,20,771,Condominium,2,High,Non Bumi Lot,660000,Penang,7,550.0
3.0,2.0,670,"Minimart, Jogging Track, Playground, Swimming Pool, Gymnasium, Club house, Parking, Security, Barbeque area",Sri Dahlia Apartment,TLS Group,Freehold,"Jalan Laman Puteri 3, Bandar Puteri, Puchong, Selangor",2004.0,18,332,Apartment,,,Non Bumi Lot,150000,Selangor,9,223.88059701492537
3.0,2.0,810,,Pangsapuri Sri Abadi,,Freehold,"Lintang Sungai Ara 2, Sungai Ara, Penang",1999.0,,252,Apartment,1,Medium,Non Bumi Lot,280000,Penang,,345.679012345679
3.0,2.0,1195,"Swimming Pool, Minimart, Gymnasium, Jogging Track, Lift, Sauna, Security, Playground, Club house, Squash Court, Barbeque area, Multipurpose hall, Parking, Tennis Court",Boulevard Condominium (BLVD),Reka Indah Development Sdn Bhd,Freehold,"Lebuhraya Thean Teik, Ayer Itam, Penang",2011.0,38,420,Condominium,2,Medium,Non Bumi Lot,620000,Penang,14,518.8284518828452
3.0,2.0,1566,"Multipurpose hall, Gymnasium, Security, Playground, Swimming Pool, Sauna, Parking, Lift",Summerton Condominium,GSD Land (M) Sdn Bhd,Leasehold,"Persiaran Bayan Indah, Bayan Lepas, Penang",,,17,Condominium,2,Medium,Non Bumi Lot,800000,Penang,8,510.8556832694764
3.0,2.0,700,"Gymnasium, Jogging Track, Barbeque area, Parking, Security, Playground, Swimming Pool, Minimart, Tennis Court, Lift",Sinar Bukit Dumbar,,Freehold,"98, Jalan Faraday, Bukit Dumbar,, Jelutong, Penang",1999.0,23,433,Apartment,1,Medium,Non Bumi Lot,320000,Penang,10,457.14285714285717
3.0,2.0,1000,"Security, Playground, Gymnasium, Tennis Court, Parking, Minimart, Swimming Pool, Sauna, Lift",The Rise Collection 3,Zubicon Sdn. Bhd.,Leasehold,"Jln Dr. Wu Lien Teh, Georgetown, Penang",2020.0,,,Apartment,2,High,Non Bumi Lot,495000,Penang,9,495.0
3.0,2.0,800,"Parking, Security, Lift",The Rise Collection 2,Zubicon Sdn. Bhd.,Leasehold,"The Rise Collection 2, Georgetown, Penang",2016.0,,1900,Apartment,2,High,Non Bumi Lot,420000,Penang,3,525.0
1.0,1.0,640,"Barbeque area, Multipurpose hall, Tennis Court, Playground, Gymnasium, Swimming Pool, Jogging Track, Sauna, Squash Court, Parking, Security, Lift, Minimart",Molek Regency,ALPHA ASTRAL REALTY SDN BHD,Freehold,"Jalan Molek 3/20, Taman Molek, Johor Bahru, Johor",2018.0,,1050,Condominium,1,High,Non Bumi Lot,418000,Johor,13,653.125
3.0,3.0,1690,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Gymnasium, Club house",8 Petaling,Petaling Garden Sdn Bhd (I & P Group),Leasehold,"Jalan Radin, Zone K, Bandar Baru Sri Petaling, Sri Petaling, Kuala Lumpur",2014.0,18,156,Condominium,3,Medium,Non Bumi Lot,759000,Kuala Lumpur,10,449.11242603550295
3.0,2.0,1050,,Residensi Zamrud,Cheras Hong Soon Development Sdn. Bhd.,Freehold,"Jalan Zamrud Utama, Kajang 2, Kajang, Selangor",2019.0,,1200,Condominium,,,Non Bumi Lot,290000,Selangor,,276.1904761904762
4.0,3.0,1300,"Gymnasium, Jogging Track, Minimart, Swimming Pool, Barbeque area, Playground, Parking, Security",Casa Suria,,Freehold,"Jalan Kemacahaya 11, Taman Kemacahaya, Cheras, Selangor",2010.0,20,300,Condominium,,High,Non Bumi Lot,275000,Selangor,8,211.53846153846155
2.0,1.0,732,"Parking, Security, Lift, Playground, Swimming Pool, Multipurpose hall, Minimart, Barbeque area, Sauna, Gymnasium, Club house, Jogging Track, Tennis Court, Squash Court",Midori Green @ Austin Heights,Austin Heights Sdn. Bhd.,Freehold,"Jalan Mutiara Emas 8, Austin Heights 2, Johor Bahru, Johor",2016.0,,418,Service Residence,1,Medium,Non Bumi Lot,365000,Johor,14,498.6338797814208
3.0,2.0,911,"Tennis Court, Sauna, Parking, Minimart, Playground, Barbeque area, Swimming Pool, Gymnasium, Squash Court, Security",Setapak Ria Condominium,AM-EL Group,Freehold,"Jalan Mata Air 2, Taman Ayer Panas, Setapak, Kuala Lumpur",1994.0,24,576,Condominium,,,Non Bumi Lot,295000,Kuala Lumpur,10,323.8199780461032
3.0,2.0,1080,,Putra Villa,Haluan Mulia Sdn Bhd,Freehold,"Jalan Terminal Putra, Taman Melati, Setapak, Kuala Lumpur",2007.0,16,416,Condominium,,,Bumi Lot,395000,Kuala Lumpur,,365.74074074074076
3.0,2.0,753,"Parking, Playground",Sri Ehsan Apartment,,Freehold,"Jalan Sri Ehsan 9, Taman Sri Ehsan, Kepong, Kuala Lumpur",,,,Apartment,,,Non Bumi Lot,233000,Kuala Lumpur,2,309.4289508632138
2.0,2.0,733,"Security, Minimart, Playground, Parking, Swimming Pool, Jogging Track, Lift, Multipurpose hall",Brunsfield Riverview,Brunsfield International Group,Leasehold,"Jalan Yoga 13/42, Seksyen 13, Shah Alam, Selangor",,12,,Condominium,1,Medium,Bumi Lot,260000,Selangor,8,354.70668485675304
3.0,2.0,750,"Parking, Lift, Swimming Pool, Gymnasium",Desamas Melur,,Freehold,"Lintang Relau 1, Sungai Ara, Penang",1999.0,,224,Apartment,1,Medium,Non Bumi Lot,318000,Penang,4,424.0
3.0,2.0,920,"Swimming Pool, Barbeque area, Parking, Security, Minimart, Playground, Gymnasium",Bayu Tasik 1,PPC Glomac Sdn. Bhd.,Leasehold,"Jalan Sri Permaisuri 5, Bandar Sri Permaisuri, Cheras, Kuala Lumpur",1999.0,15,690,Condominium,1,,Non Bumi Lot,345000,Kuala Lumpur,7,375.0
4.0,2.0,1207,"Playground, Swimming Pool, Minimart, Club house, Security, Multipurpose hall",Astana Lumayan,Danau Lumayan Sdn Bhd,Leasehold,"Jalan Tasik Permaisuri 3, Bandar Sri Permaisuri, Cheras, Kuala Lumpur",2013.0,18,250,Service Residence,1,Low,Non Bumi Lot,535000,Kuala Lumpur,6,443.2477216238608
3.0,2.0,778,"Parking, Lift, Playground, Security, Minimart",Pangsapuri Subang Suria,Agmal Development Sdn Bhd,Leasehold,"Jalan Bintang U5/33, Shah Alam, Selangor",2005.0,7,1274,Apartment,1,Low,Bumi Lot,250000,Selangor,5,321.3367609254499
3.0,2.0,1055,"Security, Minimart",Pangsapuri Ruby,,Leasehold,"Seksyen U5, Bandar Pinggiran Subang, Taman Subang Damai, Shah Alam, Selangor",2011.0,,,Apartment,,High,Bumi Lot,215000,Selangor,2,203.79146919431278
3.0,2.0,900,,Serina Bay,PLB Land Sdn Bhd,Leasehold,"Hilir Sungai Pinang, Jelutong, Penang",2008.0,22,754,Condominium,2,,Non Bumi Lot,360000,Penang,,400.0
3.0,2.0,1005,"Security, Parking, Minimart",Pangsapuri Mawar (Sentul),,Leasehold,"Jalan 7/48A, Bandar Baru Sentul, Sentul, Kuala Lumpur",,23,,Condominium,,,Bumi Lot,285000,Kuala Lumpur,3,283.5820895522388
3.0,2.0,1076,"Playground, Minimart, Gymnasium, Tennis Court, Parking, Security, Swimming Pool",Casa Puteri,IOI Properties Group Berhad,Freehold,"Persiaran Indera, Bandar Puteri Puchong, Puchong, Selangor",,15,,Condominium,1,Medium,Non Bumi Lot,418000,Selangor,7,388.47583643122675
2.0,1.0,570,,Taman Daya - Jalan Nibong 28,,Freehold,"Jalan Nibong 28, Tebrau, Johor",,,,Flat,,Low,Non Bumi Lot,175000,Johor,,307.0175438596491
